canonical,activity
[NH3+]C(CC1=c2ccccc2=[NH+]C1)C1NNC(SCC=Cc2ccccc2)O1,0
CC(NC(=O)Nc1ccccc1C(F)(F)F)c1ccc2c(c1)=[NH+]C(=O)[NH+]=2,0
[NH3+]C(CC1=c2ccccc2=[NH+]C1)C1N=NC(SCc2c(Cl)cccc2Cl)O1,0
CCN1c2ccccc2N2C(SCC3[NH+]=c4ccccc4=[NH+]3)NNC12,0
COc1ccc(CC(=O)NCC(=O)NC2[NH+]=c3ccccc3=[NH+]2)cc1Cl,0
CC(NC(=O)c1ccc(C(F)(F)F)cc1)C(=O)NC1[NH+]=c2ccccc2=[NH+]1,0
COc1cccc(CC(=O)NC(CC(C)C)C(=O)NC2[NH+]=c3ccccc3=[NH+]2)c1,0
CCC(C)C(NC(=O)Cc1cccc(OC)c1)C(=O)NC1[NH+]=c2ccccc2=[NH+]1,0
CCC(C)C(NC(=O)c1ccc(OC)cc1)C(=O)NC1[NH+]=c2ccccc2=[NH+]1,0
CCCC(NC(=O)Cc1cccc(OC)c1)C(=O)NC1[NH+]=c2ccccc2=[NH+]1,0
CCC[NH2+]C1CCc2nc(CC3c4sc(N)nc4CCC3[NH2+]CCC)sc2C1,0
COc1ccccc1N1CC[NH+](CC2C[NH+]3CCC2CC3CNS(=O)(=O)c2ccc(Cl)cc2)CC1,0
OCCN(CCNc1[nH+]cc(C(F)(F)F)cc1Cl)c1[nH+]cc(C(F)(F)F)cc1Cl,0
CC[NH+]1CCN(C(=O)C(C)[NH2+]CC(c2ccc(N(C)C)cc2)c2c[nH]c3ccccc23)CC1,0
Cc1cc(N2CC[NH+](C)CC2)[nH+]c2ccc(NC(=O)CCC(=O)NC(C)CCc3ccccc3)cc12,0
CC[NH+](CC)C(NC(=O)NC([NH+](CC)CC)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0
CC[NH+](CC)CCCC(C)NC(=O)CSc1nc(Cl)cc(N2CC[NH+](C)CC2)n1,0
CC[NH+]1CCN(c2c(C[NH+](CCOC)Cc3cc(C)ccc3O)c(C)nn2-c2ccc(F)cc2)CC1,0
CCOC(=O)C1[NH+]=c2ccc(F)cc2=C1NC(=O)C[NH+]1CCN(c2ccc(Cl)cc2)CC1,0
COC(=O)C1[NH+]=c2cc(OC)ccc2=C1NC(=O)C[NH+]1CCN(c2cccc(C)c2C)CC1,0
COC(=O)C1[NH+]=c2cc(OC)ccc2=C1NC(=O)CCN1CC[NH+](C2CCCCC2)CC1,0
COC(=O)C1[NH+]=c2cccc(OC)c2=C1NC(=O)C[NH+]1CCN(c2ccc(C)cc2C)CC1,0
COC(=O)C1[NH+]=c2cccc(OC)c2=C1NC(=O)C[NH+]1CCN(c2cc(C)ccc2C)CC1,0
O=C(NN=CC1=c2ccccc2=[NH+]C1)C1=CC(c2ccccc2OCc2ccc(Cl)cc2)[NH+]=N1,0
CCOC(=O)C1[NH+]=c2ccccc2=C1NC(=O)CC[NH+]1CCN(c2cccc(C(F)(F)F)c2)CC1,0
COC(=O)C1[NH+]=c2cc(OC)ccc2=C1NC(=O)C[NH+]1CCN(c2ccc(Cl)cc2)CC1,0
COc1ccc(C[NH2+]C23CC4CC(CC(C4)C2)C3)c(OCC(O)CN2CC[NH+](C)CC2)c1,0
CC1[NH+]=c2ccccc2=C1C(=O)CSC1=NNC(C(C)[NH+](C)C)N1c1ccc(Cl)cc1,0
CCc1ccc2c(c1)=CC(C(C1N=NNN1C(C)(C)C)[NH+](Cc1ccccc1)Cc1cccnc1)C(=O)[NH+]=2,0
CCc1ccc2c(c1)=CC(C(C1N=NNN1C(C)(C)C)[NH+](Cc1ccco1)Cc1cccs1)C(=O)[NH+]=2,0
Cc1ccc2c(c1C)=[NH+]C(=O)C(C(C1N=NNN1C(C)(C)C)[NH+](Cc1ccc(F)cc1)Cc1ccco1)C=2,0
Cc1cc2c(cc1C)=[NH+]C(=O)C(C(C1N=NNN1C(C)(C)C)[NH+](Cc1ccccc1)Cc1cccnc1)C=2,0
COc1cccc(C=C(C#N)C2[NH+]=c3ccc(C)cc3=[NH+]2)c1OCC(=O)Nc1ccc(F)cc1,0
CCOc1cc(C[NH2+]CCCn2cc[nH+]c2)cc(Cl)c1OCc1ccc(F)cc1Cl,0
CCOc1cc(C[NH2+]CCCn2cc[nH+]c2)cc(Cl)c1OCc1c(F)cccc1Cl,0
C[NH+](C)CCOc1ccc(-c2cncc(-c3cc4cc(O)ccc4n3CC[NH+](C)C)c2)cc1,0
CC[NH+](CC)CCN1C(=O)C(Cc2ccccc2)[NH2+]C12CCN(C(=S)Nc1ccc(OC)cc1)CC2,0
COc1cc(C[NH2+]CC[NH2+]CC(C)O)cc(Cl)c1OCc1ccc(Cl)cc1Cl,0
CC(C)NS(=O)(=O)c1ccc(NC(=O)C(C)[NH+]2CCC(C3=c4ccccc4=[NH+]C3)CC2)cc1,0
O=C(NCCC1[NH+]=c2ccccc2=[NH+]1)C(=Cc1ccc2c(c1)OCO2)NC(=O)c1ccccc1Cl,0
CC1CCC(C(=O)NC(CC2=c3ccccc3=[NH+]C2)C(=O)NCCC[NH+]2CC(C)CC(C)C2)CC1,0
CCCCN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccc(C3[NH+]=c4ccccc4=[NH+]3)cc2)cc1,0
CC1=C(CCC2=[NH+]C3=c4ccccc4=[NH+]C(SCC(=O)c4ccc(Cl)cc4)N3N2)C(C)N=N1,0
COc1cc(OC)cc(C(=O)Nc2ccc(SCC3[NH+]=c4ccccc4=[NH+]C3=O)cc2)c1,0
CC1=c2cc(Cl)ccc2=[NH+]C1C(=O)NCC(C)Oc1cccc(C[NH+](C)Cc2ccoc2)c1,0
Cc1nn(C)c(C)c1NC(=O)C(C)[NH2+]CC(C1=c2ccccc2=[NH+]C1c1ccccc1)c1ccccc1,0
COC(=O)c1ccc(CN2CC(SC3[NH+]=c4ccccc4=[NH+]3)CC2C(=O)NC(C)C)cc1,0
CC(=O)NC(CC1=c2ccccc2=[NH+]C1)C(=O)NCC(c1cccs1)[NH+]1CCC(C)CC1,0
CC(C)OCCCN1C(C)C(C)C(C2[NH+]=c3ccccc3=[NH+]2)C1NC(=O)c1ccccc1F,0
CNC(=O)c1cn(CCCc2ccccc2)cc(C(=O)NC(C)C2[NH+]=c3ccc(C)cc3=[NH+]2)c1=O,0
CC(C(=O)NCCC(C)[NH+]1CCCCCC1)C1CCN(C(=O)C2C=c3cc(Cl)ccc3=[NH+]2)CC1,0
CC(CCc1ccccc1)[NH2+]CC(O)C[NH2+]C(C)C1COc2ccccc2O1,0
CC(C)C[NH2+]CC(=O)Nc1ccc(-c2ccc(NC(=O)C[NH2+]CC(C)C)cc2)cc1,0
Oc1ccccc1C[NH2+]CCCCCC[NH2+]Cc1ccccc1O,0
OC(C[NH2+]C1CCCCC1)CSCC(O)C[NH2+]C1CCCCC1,0
CCOC(=O)c1c(NC(=O)C[NH2+]CCC[NH+]2CCOCC2)sc2c1CCCC2,0
CCOc1cc(C[NH2+]CCC[NH2+]C)cc(Br)c1OCc1ccc(F)cc1,0
CCOc1cc(C[NH2+]CCC[NH2+]C)ccc1OCc1ccc(Cl)cc1,0
Cn1cc(CC[NH2+]Cc2cc(Cl)ccc2OCC(O)C[NH+]2CCCCCC2)cn1,0
CSCCC([NH3+])C(=O)NCC1([NH+]2CCC(C)CC2)CCCCC1,0
COc1ccc(C[NH2+]CCC2=CCCCC2)c(OCC(O)C[NH+]2CCCC2)c1,0
COCC[NH+]1CCC(CNC(=O)CC2C(=O)NCC[NH+]2CCC(C)C)CC1,0
COc1cc(C[NH2+]Cc2cc(F)cc(F)c2)ccc1OCC(O)C[NH+](C)C(C)C,0
OCC[NH2+]CCC[NH2+]Cc1ccc(-c2cc(Cl)cc(Cl)c2)o1,0
Cc1ccc(COc2ccc(Cl)cc2C[NH2+]CCC[NH2+]CCO)cc1,0
OCC[NH2+]CCC[NH2+]Cc1ccc(-c2ccc(Br)cc2Cl)o1,0
C[NH+](CCO)C(C[NH3+])c1ccc(OCCCc2ccccc2)cc1,0
OCC[NH2+]CC[NH2+]Cc1ccc(-c2ccc(Br)cc2)o1,0
CCCCC(C)C(=O)N1CC(C(=O)NCC[NH+](C(C)C)C(C)C)C2(CC[NH2+]CC2)C1,0
COc1ccc(C(C[NH2+]CC(O)COc2ccc3ccccc3c2)[NH+]2CCCC2)cc1,0
COc1cc(C(C)=O)ccc1OCC(O)C[NH2+]CC1([NH+]2CCCCC2)CCCCC1,0
C[NH2+]CCC[NH2+]Cc1ccc(OCc2ccc(F)cc2Cl)cc1,0
OCC[NH2+]CCC[NH2+]Cc1cc(Cl)ccc1OCc1ccc(F)cc1Cl,0
COc1ccc(Br)cc1C(C[NH3+])[NH+](CC1CC1)C(C)C,0
CC(C)CN(CC[NH+](C)C)C(C[NH3+])c1ccc(Cl)c(Cl)c1,0
CCCC[NH+](CCO)C(c1ccc(Br)cc1)C([NH3+])CC,0
CCC(CC)[NH+](CCO)C(C[NH3+])c1ccc(Br)cc1,0
CCCC[NH+](CCO)C(c1cccc(Br)c1)C(C)[NH3+],0
CC([NH3+])C(c1cccc(Br)c1)[NH+](CCCO)C(C)C,0
CCCC[NH+](CC(N)=O)C(c1ccccc1Br)C([NH3+])CC,0
CCC([NH3+])C(c1ccc(Cl)s1)[NH+](CC)CC(=O)NC(C)C,0
CCC([NH3+])C(c1cc(Br)cs1)[NH+](CC(N)=O)CC(C)C,0
CC([NH3+])Cc1cc(Cl)cc(Cl)c1OCCC[NH+]1CCCC1,0
COc1cc(C[NH2+]CC[NH2+]CC(C)O)ccc1OCc1ccc(C)cc1,0
CC([NH3+])C(c1cc(Br)cs1)[NH+](CCO)Cc1ccccc1,0
CC(C)CC(C[NH2+]Cc1ccc(O)c(Br)c1)[NH+](C)C,0
CCC(C)[NH+]=C(N)NCC(c1ccc(OC)cc1)[NH+]1CCCCC1,0
OCC[NH2+]CC[NH2+]Cc1cc(Cl)ccc1OCc1ccc(Cl)cc1Cl,0
Cc1ccc(COc2ccc(Cl)cc2C[NH2+]CC[NH2+]CCO)cc1,0
COc1cccc(C[NH2+]CC[NH2+]CC(C)O)c1OCc1ccc(F)cc1Cl,0
O=C(CSC1[NH+]=c2ccccc2=[NH+]1)NN=C(c1ccccc1)C(O)c1ccccc1,0
O=C(NCCC[NH2+]C1CCCCC1)NC1CC[NH+](CC(F)F)CC1,0
Cc1cc2n([nH+]1)CC(C[NH2+]CC(O)COc1c(C)cccc1C)CN2,0
COc1ccccc1CCC(=O)NC(CC(C)C)C(=O)NC1[NH+]=c2ccccc2=[NH+]1,0
CCCC(Nc1nc(CC[NH3+])nc2sc(C)c(C)c12)c1[nH+]ccn1C,0
CC[NH+](CC)CCCC[NH2+]Cc1c[nH]nc1-c1ccc(OC)cc1,0
COc1ccc(CCNC(=[NH2+])NCC(c2ccc(C)cc2)[NH+](C)C)cc1,0
COc1ccccc1C(CNC(=[NH2+])Nc1ccccc1)[NH+]1CCCCC1,0
CCOc1ccc([N+](=O)[O-])cc1C[NH2+]CC(O)C[NH+]1CCC(C)CC1,0
CC1CC[NH+](CC(O)CNC(=O)NCCCC[NH+]2CC(C)CC(C)C2)CC1,0
COC(=O)CNC1=[NH+]C(OC)(c2ccc(Cl)cc2)c2ccccc21,0
Cc1ccc(OCC[NH+](C)Cc2nc3sc4c(c3c(=O)[nH]2)CCC4)cc1,0
Cc1cc(C)c(S(=O)(=O)NCC(c2cccn2C)[NH+](C)C)c(C)c1,0
Cc1cccc(-n2cc(C[NH2+]Cc3cnn(C)c3)c(-c3cccc(F)c3)n2)c1,0
Cc1nn(C(C)CC(=O)NC2(C[NH+]3CCCC3)CCCCC2)c(C)c1C,0
CCOC(=O)c1ccc2[nH]c(C)c(C[NH+]3CCCCC3CC)c(=O)c2c1,0
CC(C)C[NH+]1CCN(Cc2cc3c(cc2Cl)OCO3)CC1CCO,0
CCc1nnc(NC(=O)c2ccc(C3CCC[NH+]3CC(C)C)s2)s1,0
COc1ccc2cc(-c3n[nH]cc3C[NH+](C)Cc3ccncc3C)ccc2c1,0
CCC(CNC(=O)c1c(C)nn(-c2ccc(F)cc2)c1Cl)[NH+]1CCCC1,0
COc1ccc(C=CC(=O)NCc2cc[nH+]c(N3CCCC3)c2)cc1F,0
CC(C)[NH+](CCNC(=O)c1cc2c(nc3sccn32)s1)C(C)C,0
OC(CCC[NH+]1CCN(c2nccc3occc23)CC1)c1ccc(F)cc1,0
CC[NH+](CC)Cc1nc2scc(-c3ccccc3OC)c2c(=O)[nH]1,0
CCC[NH2+]C(C(=O)OC)c1cc(Br)c2c(c1)OCCO2,0
C[NH+](CCOc1ccccc1)Cc1nc2cc(Cl)ccc2c(=O)[nH]1,0
Cc1ccc(C(CNS(=O)(=O)c2ccc(Cl)nc2)[NH+](C)C)cc1,0
CC1CC[NH+](C(CNS(=O)(=O)c2cccs2)c2ccco2)CC1,0
COc1ccc(Cl)cc1S(=O)(=O)NCC(C)(C)[NH+]1CCCC1,0
COC(=O)C([NH2+]CC(C)C)c1cc(Br)c2c(c1)OCCO2,0
Cc1nc(Cl)sc1S(=O)(=O)NCC(C(C)C)[NH+]1CCCC1,0
CC(CNC(=O)Cc1cc(-c2ccc(Cl)cc2)on1)[NH+]1CCCC1,0
CCc1nc(C)c2c(C)c(C(=O)NCC(C)(C)C[NH+](C)C)sc2n1,0
COC1CC[NH+](C(C)C(=O)Nc2ccccc2Oc2ccccc2)CC1,0
Cc1ccc(-c2nc(CC(=O)NCC(C)[NH+]3CCCCC3C)cs2)o1,0
COc1cccc(N2CC[NH+](C(C(=O)NC(C)(C)C)C(C)C)CC2)c1,0
O=S(=O)(NCC(c1ccco1)[NH+]1CCCCC1)c1c(F)cccc1F,0
COc1cc(Cl)c(C)cc1NC(=O)C(C)[NH+](C)Cc1cscn1,0
COC(=O)c1ccc(NC(=O)C[NH+]2CCCC2c2ccsc2)cc1,0
COc1ccc2sc(C(=O)NCCCn3cc[nH+]c3)c(Cl)c2c1,0
CCC(C(=O)Nc1cc(C)on1)[NH+](C)Cc1cc(Br)cs1,0
CCOC(=O)C1CC[NH+](C(C)C(=O)Nc2ccc(F)c(F)c2F)CC1,0
CCCC[NH+](C)Cc1c(O)cc(C)c2c1OC(=Cc1cccnc1)C2=O,0
CC1CCCC(NC(=O)COC(=O)CC2=c3ccccc3=[NH+]C2)C1C,0
Cc1ccc(C(CN2CCOCC2)NC(=O)CC2=c3ccccc3=[NH+]C2)cc1,0
Cc1cccc(C)c1OCCNC(=O)CC1C=c2ccccc2=[NH+]C1=O,0
Cc1ccc(C(CNC(=O)N2CCN(CC(F)F)CC2)[NH+](C)C)cc1,0
COc1c(C[NH2+]CC2CCN(c3ccc(Cl)cc3)C2)c(C)nn1C,0
COCCC[NH+](C)C(C)c1nc2sc3c(c2c(=O)[nH]1)CCC(C)C3,0
CC[NH+](CC)C1CCN(C(=O)c2cc(F)ccc2NC(=O)C2CC2C)CC1,0
C=CC[NH+](CC(=O)Nc1c(C)cc(C)cc1Cl)C1CCS(=O)(=O)C1,0
CCN(C1CC[NH+](Cc2cc(C(C)C)c(C)cc2O)CC1)S(C)(=O)=O,0
Cc1ccc2[nH+]c(CNc3ccccc3SC(C)CC#N)cc(=O)n2c1,0
CCN(C(=O)C(=O)NC(C)C[NH+]1CC(C)CC(C)C1)c1ccc(F)cc1,0
CNC(=O)c1ccc(C[NH+](C)Cc2ncc(-c3ccc(F)cc3)o2)cc1,0
COc1cc(C[NH2+]C(c2ccc(F)cc2)C2CCCO2)cc2c1OCO2,0
CCC1CC[NH+](CC2(O)CCCN(Cc3cc(OC)ccc3F)C2=O)CC1,0
COc1ccc(C[NH2+]C2CCOCC2)cc1OCC(O)C[NH+](C)C(C)C,0
CC[NH2+]CCC[NH2+]Cc1ccc(-c2ccc(Br)cc2C)o1,0
CCC([NH2+]CC(C)(C)C[NH+](C)C)c1cc(Br)ccc1O,0
COc1cc(NCCCCC[NH2+]C(C)C)c2[nH+]ccc(C)c2c1,0
CCCCCCOc1ccc(C(C[NH3+])N2CC[NH+](C)CC2)cc1,0
CCCCCOc1cc(C(C[NH3+])[NH+]2CCCCC2)ccc1OC,0
CCCCCOc1cc(OC)ccc1C(C[NH3+])[NH+]1CCCCC1,0
CCCCCCOc1cc(OC)ccc1C(C[NH3+])[NH+]1CCCC1,0
CC[NH+](C(C[NH3+])c1cc(Br)ccc1OC)C(C)(C)C,0
CCCCOc1cc(C(C[NH3+])[NH+](CC)C(C)(C)C)ccc1OC,0
CCC[NH2+]C(Cc1[nH]cc[nH+]1)c1ccc(Br)cc1C,0
CC[NH+](CC(C)C)C(C[NH3+])c1cc(Br)ccc1OC,0
CC[NH+](CC)CC(O)C[NH2+]C(C)c1ccc(Cl)cc1Cl,0
CC(C)[NH+](CCNS(=O)(=O)CCC1CCCC[NH2+]1)C(C)C,0
OC(C[NH2+]CC1CC[NH+](C2CC2)C1)c1cccc(Br)c1,0
CCC(C)CC(=O)N1CC(C(=O)NCC[NH+](CC)CC)C2(CC[NH2+]CC2)C1,0
CCC(CC)C(=O)N1CC(C(=O)NCCCC[NH+](C)C)C2(CC[NH2+]CC2)C1,0
C[NH+](C)C(C[NH2+]CC(O)COCc1cccs1)c1ccccc1,0
CC[NH+](CC)CCOc1c(Br)cccc1CC[NH3+],0
CCCCC[NH+](C(C)C)C(C[NH3+])c1ccc(Br)o1,0
COc1ccc(Br)cc1C(C[NH3+])[NH+](C)C(C)CC(C)C,0
CC(C)CN(CC[NH+](C)C)C(C[NH3+])c1ccc(Br)cc1,0
CCC([NH3+])C(c1ccccc1Br)[NH+](CC)CCOC,0
CCC([NH3+])C(c1ccc(Cl)s1)N1CC[NH+](CC2CC2)CC1,0
CCC([NH3+])C(c1ccc(Cl)s1)N1CCC(C[NH+](C)C)CC1,0
CCC([NH2+]CC1CC[NH+](CC)CC1)c1cc(Br)ccc1O,0
CCC([NH3+])C(c1ccc(Cl)cc1)[NH+](C)Cc1csc(C)n1,0
CC[NH+](CC)C(CNC(=O)NC(C)Cn1cc[nH+]c1)CC(C)C,0
CC[NH+](CC)C(CNC(=O)NC(C)Cn1cc[nH+]c1)CC(C)C,0
C[NH+](CCCOc1cccc(C[NH3+])c1)Cc1ccc(Cl)s1,0
C[NH+](CCCOc1ccccc1C[NH3+])Cc1ccc(Cl)s1,0
CCC[NH+](CC1CC1)C(C[NH3+])c1ccc(OC)c(Br)c1,0
Cc1ccccc1Oc1ccc(C(O)C[NH2+]CC[NH+](C)C)cc1,0
COc1cccc(C[NH+](C)C(c2ccc(Cl)s2)C(C)[NH3+])c1,0
COc1ccccc1C[NH+](C)C(c1ccc(Cl)s1)C(C)[NH3+],0
CC(C)[NH+](C)CC[NH2+]CC(O)COCc1ccc(Cl)cc1,0
CCC([NH2+]CC[NH+](C(C)C)C(C)C)c1cc(Br)ccc1O,0
CC(C)[NH+](CC[NH2+]Cc1cc(Cl)cc(Cl)c1O)C(C)C,0
CCC([NH2+]CC1CCC[NH+]1CC)c1cc(Br)ccc1O,0
CCC[NH+]1CCN(C(c2ccc(Cl)s2)C([NH3+])CC)CC1,0
CCC([NH3+])C(c1ccc(Cl)s1)N1CCCC1C[NH+](C)C,0
CC(C)[NH+](C)CCCC[NH2+]Cc1ccc(O)c(Br)c1,0
CC[NH+](CC)C1CCN(C(c2ccc(Cl)s2)C(C)[NH3+])C1,0
CC(CCCC(C)(C)O)CC1=Nc2cc3c(cc2=[NH+]1)NC(=O)[NH+]=3,0
CCC1=C(C[NH+](CC)CC)CC(C(=O)NCCc2c[nH]c[nH+]2)O1,0
CCC(C)C(NC(=O)Cc1cccc(F)c1)C(=O)NC1[NH+]=c2ccccc2=[NH+]1,0
CCNC(NCC(c1ccc(OC)cc1)[NH+]1CCCC1)=[NH+]CC,0
Cc1ccccc1NC(=O)C(C)[NH2+]C(C)c1ccc(N2CC[NH+](C)CC2)c(F)c1,0
Cc1cccc(NC(=O)C(C)[NH2+]C(C)c2ccc(N3CC[NH+](C)CC3)c(F)c2)c1,0
C=CCNC(=O)NC(=O)C(C)[NH+]1CCC(C[NH+](C)CCCC)CC1,0
CC(C)c1ccc(OCCC(C[NH3+])N2CC[NH+](C)CC2)cc1,0
CCOc1cc(C(C[NH3+])[NH+](C)C(C)C)ccc1OC(F)F,0
COc1ccc2cc(C(C[NH3+])[NH+]3CCC(C)CC3)ccc2c1,0
CC(C)([NH3+])c1cn(CC2CC[NH+](C3CCSC3)CC2)nn1,0
CCCOc1cc(OC)ccc1C(C[NH3+])[NH+]1CC(C)CC(C)C1,0
CCCCOc1cc(C(C[NH3+])[NH+]2CCC(C)CC2)ccc1OC,0
CCCCOc1c(Cl)cc(C(C[NH3+])[NH+]2CCCC2)cc1OC,0
CCCOc1c(Cl)cc(C(C[NH3+])[NH+]2CCCCC2)cc1OC,0
CCCCC(CC)C(=O)N1CCC[NH+](CC(C)C[NH3+])CC1,0
C[NH+](C1CCCC1)C(C[NH3+])c1cc(Br)c2c(c1)OCO2,0
CCC(C)[NH+](C)C(C[NH3+])c1ccc(OC)c(OC(F)F)c1,0
CCC(C)[NH+](C)C(C[NH3+])c1cc(Br)c2c(c1)OCO2,0
CC(C[NH3+])C[NH+]1CCN(c2ncc(Cl)cc2Cl)CC1,0
OC(C[NH2+]CC1CC[NH+](C2CC2)C1)c1cc(Cl)ccc1Cl,0
CCC(C)[NH+](CC)C(C[NH3+])c1ccc(OC)c(Br)c1,0
CC1(C)CC2CC(C)(C[NH+]2CCCC(=O)N2CCC([NH3+])CC2)C1,0
CCCOc1c(C[NH2+]CC2CC[NH2+]CC2)cc(Cl)cc1OC,0
CCC[NH2+]CC(O)C[NH+](C)Cc1cc(Br)cs1,0
CC1CCC(C[NH3+])C[NH+]1CCOc1ccc(Br)cc1,0
COc1ccc(C(C[NH3+])[NH+](CC(C)C)C(C)C)cc1Br,0
CCC([NH3+])C(c1ccc(Cl)cc1)[NH+](C)CC(=O)N(C)C,0
CCC([NH3+])C(c1ccc(Cl)cc1)[NH+](C)Cc1cc(C)on1,0
CCC([NH3+])C(c1ccc(Cl)cc1)[NH+](C)Cc1ccoc1C,0
CCC([NH3+])C(c1cccc(Br)c1)[NH+](C)CCOC,0
CCC([NH3+])C(c1ccc(C)s1)N1CC[NH+](C(C)(C)C)CC1,0
CCC([NH3+])C(c1ccc(C)s1)[NH+](CC)Cc1ccncc1,0
CCC([NH3+])C(c1ccc(Cl)s1)N1CC[NH+](C2CC2)CC1,0
Cc1ccc(C(C(C)[NH3+])[NH+](C)Cc2ccccc2Br)o1,0
CCC([NH3+])C(c1ccc(C)o1)[NH+](Cc1ccsc1)C1CC1,0
CCC([NH3+])C(c1ccc(C)o1)[NH+](Cc1cccs1)C(C)C,0
CCC([NH3+])C(c1ccc(F)cc1)[NH+](C)Cc1csc(C)n1,0
CCC([NH3+])C(c1cc(Br)cs1)[NH+](C)Cc1csc(C)n1,0
Oc1c(Cl)cc(Cl)cc1C[NH2+]CCCCn1cc[nH+]c1,0
Cc1cccc(C[NH+](C)C(C[NH3+])c2ccc(Br)o2)c1,0
C[NH+](Cc1ccccc1Cl)C(C[NH3+])c1ccc(Br)o1,0
CC(C)CC[NH+](C)C(C[NH3+])c1cc(Cl)c2c(c1)OCCO2,0
CC(C)(C)[NH+]1CCN(C(C[NH3+])c2ccc(Cl)c(Cl)c2)CC1,0
[NH3+]CC(c1ccc(Cl)cc1Cl)N1CC[NH+](C2CC2)CC1,0
CCC([NH3+])Cc1cc(Cl)ccc1OCCn1cc[nH+]c1C,0
CC(CC[NH+](C)C)[NH2+]CC(O)c1ccc(C(F)(F)F)cc1,0
O=S(=O)(CC1CCCC[NH2+]1)NC1CC[NH+]2CCCCC12,0
COc1ccccc1C[NH+](C)C(C[NH3+])c1cc(C)sc1C,0
CC(c1cccs1)[NH+](C)CCCOc1ccccc1C[NH3+],0
CC(C)[NH+](CC[NH2+]CC(O)c1ccc(Cl)cc1)C(C)C,0
CCC(C)[NH+]1CCN(C(C[NH3+])c2ccc(Cl)c(F)c2)CC1,0
CCC(C)[NH+]1CCN(C(C[NH3+])c2ccc(Br)cc2)CC1,0
CCC1CCC(C[NH3+])C([NH+]2CCN(CC(F)(F)F)CC2)C1,0
CCC([NH3+])C(N1CCC(C[NH+]2CCCC2)CC1)C(F)(F)F,0
CCC([NH3+])C(c1ccc(Cl)s1)N1CCC([NH+](C)C)C1,0
CC1CC[NH+](CC(O)C[NH2+]Cc2ccc(C3CC3C)o2)CC1,0
C[NH+]1CCN(C(CC[NH3+])COc2ccc(Cl)cc2)CC1,0
Cc1cc(C)c(OCC(CC[NH3+])N2CC[NH+](C)CC2)cc1C,0
CC(C)c1ccc(OCCC(C[NH3+])N2CC[NH+](C)CC2)cc1,0
[NH3+]CC(c1ccc(OC(F)F)cc1)[NH+]1CCCCCCC1,0
Cc1cc(OCC(C[NH3+])N2CC[NH+](C)CC2)ccc1Cl,0
C[NH+]1CCN(C(C[NH3+])c2ccc(OC(F)(F)F)cc2)CC1,0
CCCC[NH+](C)C(C[NH3+])c1cc(Cl)c(OC)c(OC)c1,0
CC[NH+](CC)C(C[NH3+])c1ccc(OC)c(Br)c1,0
CC[NH+](C(C[NH3+])c1cc(Cl)c(OC)c(OC)c1)C(C)(C)C,0
CC(C)C[NH+](CC(C)C)C(C[NH3+])c1ccc2c(c1)OCCO2,0
CCCCOc1cc(C(C[NH3+])[NH+]2CCCCCC2)ccc1OC,0
CCC(CC)[NH+](C)C(C[NH3+])c1cc(Br)ccc1OC,0
COc1cc(C[NH3+])cc(Br)c1OCC[NH+](C)C,0
CC[NH+](CC)CCOc1ccc(Br)cc1CC(C)[NH3+],0
CC[NH+](CC)CC(O)C[NH2+]C(C)c1cccc(Br)c1,0
CCC[NH+](CC)C(C[NH3+])c1ccc(OC)c(Br)c1,0
CCC[NH+](C(C)C)C(C[NH3+])c1ccccc1OC(F)(F)F,0
CCC[NH+](C(C)C)C(C[NH3+])c1cc(Cl)c2c(c1)OCO2,0
CC1(C)CC2CC(C)(C[NH+]2C(C[NH3+])c2cccc([N+](=O)[O-])c2)C1,0
COc1cc(Cl)cc(C[NH2+]CC2CC[NH2+]CC2)c1OC(C)C,0
CC(C)C[NH+](C1CC1)C(C[NH3+])c1cc(Cl)c2c(c1)OCO2,0
CC(C)C[NH+](C(C)C)C(C[NH3+])c1cc(Cl)c2c(c1)OCO2,0
CC(C)CN(CC[NH+](C)C)C(=O)c1ccc(C#CC[NH3+])s1,0
CCC([NH3+])C(c1ccc(Br)cc1)[NH+](C)Cc1ccco1,0
COc1ccc(C(C(C)[NH3+])[NH+](C)Cc2csc(Br)c2)cc1,0
CCC([NH3+])C(c1cccc(OC)c1)[NH+](C)Cc1ccsc1,0
CCC([NH3+])C(c1cnn(C)c1)[NH+](Cc1ccsc1)C1CC1,0
CCC([NH3+])C(c1sccc1C)N1CC[NH+](C(C)(C)C)CC1,0
CCC[NH+](CC(=O)N(C)C)C(c1sccc1C)C([NH3+])CC,0
Cc1ccsc1C(C(C)[NH3+])N(CC[NH+](C)C)CC(C)C,0
CCC([NH3+])C(c1cc(Br)cs1)n1cc[nH+]c1C,0
CC1CCC(OCC(O)C[NH2+]CC2CCC[NH+](C)C2)CC1,0
Cc1ccccc1C[NH+](C)C(C[NH3+])c1ccc(Br)o1,0
COc1ccc(C(C[NH3+])[NH+](C)CCC(C)C)cc1Br,0
CC(CC[NH+](C)C)[NH2+]CC(O)c1ccc(C(F)(F)F)cc1,0
CC1CC1c1ccc(C(C[NH3+])[NH+](C)C(C)c2cccs2)o1,0
COc1ccccc1C[NH+](C)C(c1cc(Br)cs1)C(C)[NH3+],0
